id,label
499,3
500,1
501,5
502,5
503,2
504,0
505,2
506,2
507,1
508,2
509,4
510,0
511,2
512,0
513,4
514,4
515,0
516,5
517,1
518,4
519,4
520,2
521,0
522,0
523,0
524,2
525,0
526,0
527,3
528,5
529,5
530,3
531,3
532,5
533,3
534,4
535,2
536,5
537,0
538,4
539,4
540,1
541,5
542,3
543,3
544,1
545,4
546,1
547,1
548,2
549,1
550,1
551,4
552,4
553,2
554,1
555,4
556,4
557,0
558,3
559,5
560,0
561,1
562,5
563,1
564,2
565,3
566,0
567,3
568,3
569,0
570,4
571,2
572,1
573,4
574,3
575,1
576,4
577,5
578,5
579,2
580,1
581,2
582,0
583,5
584,0
585,2
586,1
587,3
588,0
589,4
590,0
591,2
592,0
593,2
594,2
595,3
596,4
597,1
598,5
599,3
600,1
601,1
602,1
603,2
604,5
605,4
606,3
607,0
608,4
609,2
610,5
611,1
612,0
613,5
614,0
615,0
616,5
617,3
618,1
619,0
620,3
621,3
622,1
623,4
624,4
625,4
626,4
627,0
628,0
629,5
630,4
631,4
632,1
633,1
634,0
635,1
636,0
637,4
638,4
639,0
640,5
641,1
642,1
643,1
644,5
645,1
646,4
647,1
648,1
649,0
650,5
651,2
652,4
653,2
654,4
655,2
656,3
657,5
658,3
659,0
660,4
661,5
662,5
663,2
664,3
665,5
666,3
667,5
668,1
669,1
670,4
671,3
672,3
673,1
674,2
675,3
676,3
677,3
678,4
679,2
680,3
681,2
682,1
683,5
684,1
685,1
686,0
687,2
688,5
689,5
690,2
691,3
692,5
693,0
694,5
695,5
696,1
697,1
698,3
699,0
700,2
701,1
702,0
703,3
704,1
705,0
706,1
707,1
708,2
709,1
710,2
711,4
712,5
713,3
714,4
715,2
716,2
717,5
718,5
719,5
720,2
721,0
722,5
723,5
724,1
725,0
726,5
727,2
728,1
729,1
730,1
731,5
732,1
733,2
734,3
735,3
736,5
737,4
738,0
739,1
740,4
741,4
742,5
743,2
744,3
745,5
746,0
747,0
748,1
749,1
750,1
751,2
752,1
753,1
754,1
755,2
756,4
757,5
758,2
759,4
760,1
761,0
762,4
763,1
764,1
765,5
766,4
767,3
768,2
769,2
770,2
771,1
772,1
773,0
774,0
775,2
776,1
777,0
778,1
779,2
780,4
781,3
782,1
783,4
784,5
785,5
786,1
787,5
788,3
789,0
790,1
791,1
792,3
793,4
794,5
795,3
796,2
797,5
798,2
799,2
800,5
801,5
802,1
803,2
804,5
805,0
806,3
807,0
808,5
809,3
810,5
811,5
812,4
813,0
814,1
815,2
816,1
817,3
818,2
819,2
820,5
821,0
822,3
823,3
824,0
825,5
826,3
827,5
828,0
829,0
830,3
831,4
832,4
833,3
834,1
835,4
836,2
837,2
838,2
839,0
840,4
841,5
842,5
843,2
844,0
845,1
846,5
847,3
848,1
849,2
850,3
851,2
852,5
853,5
854,2
855,1
856,4
857,4
858,4
859,5
860,3
861,2
862,1
863,4
864,1
865,2
866,3
867,4
868,2
869,1
870,1
871,0
872,5
873,0
874,3
875,5
876,3
877,5
878,1
879,5
880,1
881,2
882,1
883,1
884,1
885,1
886,2
887,4
888,1
889,5
890,3
891,1
892,5
893,5
894,2
895,5
896,1
897,5
898,1
899,5
900,2
901,4
902,0
903,2
904,1
905,1
906,4
907,3
908,1
909,2
910,3
911,3
912,5
913,5
914,5
915,5
916,1
917,5
918,1
919,4
920,3
921,4
922,2
923,2
924,5
925,2
926,4
927,4
928,4
929,2
930,3
931,5
932,1
933,4
934,1
935,0
936,0
937,2
938,0
939,5
940,1
941,3
942,0
943,1
944,2
945,1
946,2
947,2
948,5
949,2
950,1
951,2
952,3
953,2
954,3
955,4
956,4
957,2
958,2
959,1
960,5
961,3
962,0
963,0
964,2
965,4
966,0
967,1
968,5
969,4
970,5
971,5
972,3
973,4
974,4
975,4
976,2
977,5
978,5
979,1
980,5
981,5
982,2
983,5
984,4
985,0
986,3
987,0
988,3
989,2
990,5
991,0
992,4
993,3
994,2
995,0
996,2
997,2
998,5
999,3
1000,1
1001,2
1002,5
1003,0
1004,3
1005,4
1006,1
1007,4
1008,0
1009,2
1010,0
1011,0
1012,2
1013,0
1014,5
1015,3
1016,2
1017,5
1018,0
1019,4
1020,0
1021,2
1022,1
1023,4
1024,0
1025,0
1026,0
1027,1
1028,4
1029,5
1030,3
1031,1
1032,2
1033,3
1034,0
1035,3
1036,2
1037,4
1038,5
1039,4
1040,0
1041,1
1042,5
1043,3
1044,0
1045,3
1046,2
1047,5
1048,5
1049,5
1050,3
1051,1
1052,3
1053,2
1054,2
1055,1
1056,5
1057,2
1058,4
1059,0
1060,5
1061,1
1062,2
1063,1
1064,2
1065,2
1066,4
1067,0
1068,5
1069,5
1070,1
1071,1
1072,4
1073,3
1074,1
1075,5
1076,0
1077,1
1078,3
1079,5
1080,3
1081,3
1082,1
1083,3
1084,4
1085,4
1086,2
1087,0
1088,3
1089,4
1090,5
1091,0
1092,5
1093,2
1094,0
1095,5
1096,2
1097,1
1098,3
1099,1
1100,4
1101,2
1102,4
1103,3
1104,0
1105,4
1106,4
1107,2
1108,4
1109,0
1110,0
1111,4
1112,1
1113,2
1114,4
1115,2
1116,1
1117,2
1118,5
1119,5
1120,1
1121,2
1122,0
1123,2
1124,0
1125,5
1126,0
1127,3
1128,1
1129,5
1130,1
1131,4
1132,5
1133,0
1134,1
1135,1
1136,5
1137,3
1138,0
1139,4
1140,3
1141,1
1142,5
1143,3
1144,1
1145,0
1146,1
1147,1
1148,3
1149,4
1150,4
1151,1
1152,2
1153,0
1154,3
1155,3
1156,5
1157,0
1158,3
1159,1
1160,4
1161,4
1162,5
1163,2
1164,5
1165,4
1166,4
1167,2
1168,4
1169,3
1170,3
1171,4
1172,5
1173,4
1174,5
1175,5
1176,3
1177,1
1178,1
1179,2
1180,3
1181,0
1182,1
1183,1
1184,2
1185,5
1186,2
1187,0
1188,5
1189,4
1190,0
1191,5
1192,2
1193,1
1194,0
1195,3
1196,2
1197,5
1198,1
1199,2
1200,0
1201,3
1202,2
1203,5
1204,3
1205,4
1206,4
1207,2
1208,3
1209,5
1210,2
1211,2
1212,4
1213,1
1214,5
1215,0
1216,4
1217,1
1218,2
1219,4
1220,5
1221,1
1222,4
1223,4
1224,0
1225,1
1226,1
1227,1
1228,5
1229,5
1230,0
1231,5
1232,2
1233,3
1234,3
1235,3
1236,1
1237,1
1238,1
1239,3
1240,3
1241,0
1242,3
1243,0
1244,2
1245,2
1246,4
1247,3
1248,3
1249,3
1250,2
1251,2
1252,1
1253,2
1254,3
1255,3
1256,0
1257,0
1258,4
1259,5
1260,3
1261,5
1262,2
1263,5
1264,3
1265,2
1266,3
1267,0
1268,4
1269,2
1270,4
1271,1
1272,1
1273,3
1274,1
1275,2
1276,4
1277,3
1278,5
1279,1
1280,4
1281,1
1282,4
1283,3
1284,3
1285,0
1286,2
1287,3
1288,1
1289,1
1290,3
1291,2
1292,5
1293,1
1294,5
1295,3
1296,0
1297,4
1298,1
1299,4
1300,1
1301,5
1302,5
1303,2
1304,4
1305,5
1306,1
1307,2
1308,4
1309,3
1310,2
1311,2
1312,0
1313,2
1314,1
1315,4
1316,1
1317,5
1318,2
1319,0
1320,4
1321,0
1322,4
1323,4
1324,5
1325,4
1326,4
1327,4
1328,0
1329,0
1330,2
1331,2
1332,0
1333,4
1334,4
1335,5
1336,2
1337,0
1338,1
1339,2
1340,0
1341,5
1342,0
1343,4
1344,0
1345,4
1346,2
1347,1
1348,2
1349,3
1350,0
1351,3
1352,3
1353,1
1354,2
1355,3
1356,1
1357,2
1358,3
1359,0
1360,2
1361,4
1362,1
1363,4
1364,2
1365,4
1366,1
1367,3
1368,5
1369,0
1370,5
1371,1
1372,1
1373,2
1374,4
1375,2
1376,4
1377,1
1378,0
1379,3
1380,3
1381,1
1382,0
1383,3
1384,5
1385,3
1386,1
1387,5
1388,0
1389,5
1390,2
1391,1
1392,2
1393,4
1394,3
1395,2
1396,0
1397,4
1398,5
1399,0
1400,5
1401,1
1402,1
1403,1
1404,4
1405,2
1406,0
1407,4
1408,4
1409,3
1410,2
1411,3
1412,3
1413,1
1414,0
1415,3
1416,5
1417,1
1418,3
1419,4
1420,2
1421,1
1422,5
1423,2
1424,1
1425,1
1426,0
1427,4
1428,3
1429,0
1430,5
1431,0
1432,3
1433,4
1434,5
1435,5
1436,1
1437,3
1438,2
1439,3
1440,1
1441,4
1442,2
1443,1
1444,1
1445,3
1446,0
1447,0
1448,1
1449,2
1450,1
1451,3
1452,1
1453,1
1454,0
1455,5
1456,3
1457,5
1458,5
1459,3
1460,5
1461,3
1462,2
1463,5
1464,5
1465,4
1466,3
1467,4
1468,0
1469,3
1470,2
1471,2
1472,5
1473,3
1474,5
1475,1
1476,0
1477,4
1478,0
1479,2
1480,5
1481,3
1482,3
1483,0
1484,1
1485,5
1486,4
1487,2
1488,4
1489,2
1490,0
1491,4
1492,3
1493,4
1494,0
1495,1
1496,0
1497,2
1498,5
1499,3
1500,1
1501,0
1502,4
1503,0
1504,5
1505,2
1506,0
1507,3
1508,2
1509,3
1510,5
1511,2
1512,4
1513,5
1514,0
1515,4
1516,3
1517,1
1518,5
1519,3
1520,5
1521,4
1522,2
1523,3
1524,2
1525,0
1526,5
1527,1
1528,2
1529,2
1530,5
1531,1
1532,0
1533,5
1534,4
1535,3
1536,0
1537,4
1538,1
1539,5
1540,5
1541,3
1542,0
1543,3
1544,3
1545,3
1546,5
1547,0
1548,4
1549,5
1550,3
1551,1
1552,2
1553,3
1554,5
1555,2
1556,2
1557,0
1558,5
1559,5
1560,5
1561,2
1562,3
1563,1
1564,2
1565,0
1566,5
1567,4
1568,3
1569,1
1570,5
1571,0
1572,5
1573,2
1574,2
1575,2
1576,3
1577,0
1578,3
1579,0
1580,2
1581,1
1582,3
1583,4
1584,4
1585,5
1586,1
1587,1
1588,2
1589,1
1590,5
1591,1
1592,4
1593,5
1594,1
1595,5
1596,3
1597,2
1598,0
1599,4
1600,0
1601,1
1602,0
1603,2
1604,1
1605,1
1606,5
1607,1
1608,4
1609,2
1610,4
1611,5
1612,1
1613,5
1614,4
1615,5
1616,2
1617,0
1618,2
1619,3
1620,5
1621,0
1622,1
1623,1
1624,5
1625,4
1626,1
1627,1
1628,5
1629,3
1630,3
1631,3
1632,4
1633,3
1634,1
1635,2
1636,0
1637,1
1638,3
1639,0
1640,1
1641,2
1642,3
1643,2
1644,4
1645,3
1646,5
1647,3
1648,2
1649,4
1650,0
1651,5
1652,3
1653,2
1654,3
1655,1
1656,1
1657,5
1658,1
1659,1
1660,1
1661,2
1662,3
1663,1
1664,4
1665,1
1666,1
1667,4
1668,4
1669,3
1670,3
1671,5
1672,5
1673,2
1674,1
1675,5
1676,2
1677,1
1678,1
1679,0
1680,1
1681,2
1682,3
1683,3
1684,3
1685,0
1686,2
1687,0
1688,0
1689,5
1690,2
1691,0
1692,5
1693,5
1694,3
1695,4
1696,4
1697,3
1698,4
1699,1
1700,3
1701,3
1702,4
1703,0
1704,1
1705,1
1706,4
1707,5
1708,3
1709,3
1710,1
1711,0
1712,4
1713,4
1714,0
1715,2
1716,4
1717,0
1718,1
1719,4
1720,0
1721,3
1722,1
1723,2
1724,1
1725,3
1726,5
1727,1
1728,5
1729,3
1730,3
1731,1
1732,1
1733,5
1734,5
1735,2
1736,1
1737,4
1738,2
1739,1
1740,3
1741,3
1742,1
1743,5
1744,2
1745,2
1746,0
1747,3
1748,5
1749,0
1750,4
1751,2
1752,1
1753,1
1754,1
1755,4
1756,5
1757,0
1758,1
1759,5
1760,4
1761,5
1762,5
1763,2
1764,1
1765,2
1766,0
1767,2
1768,4
1769,0
1770,5
1771,4
1772,5
1773,1
1774,1
1775,5
1776,3
1777,1
1778,0
1779,1
1780,0
1781,1
1782,1
1783,3
1784,4
1785,0
1786,5
1787,2
1788,0
1789,3
1790,1
1791,0
1792,0
1793,1
1794,3
1795,4
1796,4
1797,0
1798,1
1799,3
1800,0
1801,5
1802,0
1803,4
1804,1
1805,1
1806,5
1807,0
1808,1
1809,3
1810,4
1811,1
1812,1
1813,1
1814,2
1815,3
1816,2
1817,3
1818,0
1819,2
1820,2
1821,1
1822,3
1823,3
1824,4
1825,1
1826,2
1827,0
1828,3
1829,0
1830,5
1831,0
1832,1
1833,3
1834,5
1835,0
1836,1
1837,2
1838,4
1839,1
1840,2
1841,2
1842,1
1843,2
1844,3
1845,3
1846,4
1847,5
1848,5
1849,2
1850,4
1851,5
1852,2
1853,1
1854,3
1855,5
1856,2
1857,4
1858,0
1859,4
1860,0
1861,5
1862,0
1863,0
1864,1
1865,2
1866,1
1867,3
1868,0
1869,2
1870,0
1871,5
1872,4
1873,2
1874,5
1875,1
1876,2
1877,5
1878,4
1879,1
1880,4
1881,5
1882,5
1883,2
1884,4
1885,2
1886,5
1887,0
1888,5
1889,4
1890,1
1891,4
1892,1
1893,3
1894,0
1895,5
1896,4
1897,1
1898,2
1899,4
1900,0
1901,1
1902,0
1903,0
1904,4
1905,4
1906,4
1907,5
1908,1
1909,5
1910,5
1911,1
1912,4
1913,2
1914,0
1915,3
1916,2
1917,1
1918,4
1919,0
1920,0
1921,1
1922,3
1923,3
1924,1
1925,0
1926,2
1927,4
1928,3
1929,0
1930,4
1931,4
1932,4
1933,3
1934,1
1935,3
1936,2
1937,0
1938,2
1939,5
1940,2
1941,3
1942,1
1943,1
1944,1
1945,5
1946,0
1947,5
1948,4
1949,3
1950,5
1951,1
1952,3
1953,5
1954,3
1955,1
1956,1
1957,2
1958,4
1959,3
1960,4
1961,0
1962,3
1963,1
1964,0
1965,1
1966,3
1967,3
1968,2
1969,1
1970,5
1971,1
1972,5
1973,5
1974,1
1975,2
1976,0
1977,2
1978,5
1979,4
1980,2
1981,1
1982,2
1983,1
1984,5
1985,2
1986,0
1987,0
1988,0
1989,1
1990,3
1991,4
1992,3
1993,3
1994,0
1995,4
1996,0
1997,3
1998,1
1999,0
2000,2
2001,4
2002,3
2003,5
2004,3
2005,4
2006,1
2007,4
2008,5
2009,0
2010,2
2011,1
2012,0
2013,2
2014,1
2015,2
2016,3
2017,3
2018,2
2019,2
2020,5
2021,1
2022,5
2023,1
2024,5
2025,5
2026,0
2027,4
2028,3
2029,0
2030,2
2031,3
2032,1
2033,2
2034,2
2035,0
2036,1
2037,1
2038,1
2039,1
2040,5
2041,5
2042,3
2043,4
2044,0
2045,2
2046,5
2047,3
2048,1
2049,1
2050,1
2051,3
2052,3
2053,1
2054,1
2055,0
2056,5
2057,0
2058,5
2059,5
2060,0
2061,4
2062,1
2063,1
2064,5
2065,2
2066,2
2067,3
2068,5
2069,2
2070,5
2071,5
2072,1
2073,2
2074,1
2075,5
2076,0
2077,1
2078,0
2079,5
2080,5
2081,5
2082,5
2083,5
2084,1
2085,5
2086,4
2087,4
2088,4
2089,3
2090,0
2091,3
2092,5
2093,4
2094,4
2095,3
2096,2
2097,0
2098,4
2099,3
2100,1
2101,4
2102,4
2103,0
2104,3
2105,2
2106,5
2107,1
2108,0
2109,4
2110,2
2111,1
2112,2
2113,2
2114,0
2115,0
2116,5
2117,1
2118,3
2119,0
2120,4
2121,2
2122,4
2123,0
2124,2
2125,3
2126,4
2127,5
2128,2
2129,3
2130,2
2131,2
2132,0
2133,1
2134,0
2135,2
2136,2
2137,4
2138,5
2139,4
2140,2
2141,5
2142,2
2143,0
2144,1
2145,5
2146,5
2147,3
2148,4
2149,1
2150,4
2151,0
2152,1
2153,4
2154,3
2155,4
2156,5
2157,5
2158,5
2159,0
2160,2
2161,4
2162,1
2163,1
2164,5
2165,1
2166,3
2167,0
2168,0
2169,4
2170,1
2171,1
2172,0
2173,2
2174,2
2175,1
2176,1
2177,1
2178,1
2179,2
2180,3
2181,0
2182,2
2183,4
2184,3
2185,0
2186,5
2187,4
2188,5
2189,0
2190,1
2191,3
2192,3
2193,4
2194,5
2195,2
2196,5
2197,4
2198,2
2199,3
2200,1
2201,4
2202,5
2203,1
2204,3
2205,5
2206,3
2207,3
2208,2
2209,2
2210,0
2211,4
2212,3
2213,2
2214,1
2215,1
2216,2
2217,2
2218,1
2219,5
2220,3
2221,5
2222,1
2223,1
2224,3
2225,1
2226,0
2227,1
2228,1
2229,1
2230,4
2231,2
2232,0
2233,3
2234,2
2235,4
2236,4
2237,1
2238,5
2239,2
2240,5
2241,3
2242,0
2243,4
2244,2
2245,3
2246,4
2247,4
2248,1
2249,4
2250,2
2251,2
2252,1
2253,4
2254,5
2255,0
2256,3
2257,0
2258,2
2259,3
2260,4
2261,4
2262,0
2263,2
2264,3
2265,0
2266,4
2267,0
2268,4
2269,0
2270,3
2271,5
2272,2
2273,1
2274,1
2275,4
2276,5
2277,1
2278,1
2279,4
2280,3
2281,4
2282,5
2283,2
2284,5
2285,3
2286,1
2287,2
2288,3
2289,0
2290,4
2291,4
2292,0
2293,1
2294,3
2295,0
2296,0
2297,0
2298,0
2299,5
2300,4
2301,3
2302,0
2303,5
2304,4
2305,1
2306,5
2307,3
2308,5
2309,2
2310,1
2311,5
2312,0
2313,0
2314,3
2315,3
2316,3
2317,0
2318,1
2319,3
2320,4
2321,4
2322,4
2323,1
2324,4
2325,5
2326,5
2327,1
2328,4
2329,4
2330,1
2331,4
2332,0
2333,3
2334,5
2335,1
2336,0
2337,2
2338,1
2339,2
2340,0
2341,0
2342,5
2343,3
2344,2
2345,3
2346,1
2347,3
2348,2
2349,0
2350,3
2351,2
2352,5
2353,2
2354,5
2355,5
2356,1
2357,3
2358,4
2359,5
2360,5
2361,0
2362,1
2363,3
2364,0
2365,1
2366,1
2367,4
2368,0
2369,5
2370,4
2371,1
2372,1
2373,3
2374,4
2375,1
2376,4
2377,2
2378,1
2379,4
2380,0
2381,0
2382,0
2383,3
2384,1
2385,0
2386,0
2387,4
2388,3
2389,5
2390,4
2391,0
2392,0
2393,4
2394,0
2395,3
2396,0
2397,3
2398,4
2399,1
2400,3
2401,0
2402,5
2403,0
2404,3
2405,4
2406,1
2407,3
2408,1
2409,1
2410,3
2411,0
2412,2
2413,5
2414,1
2415,4
2416,1
2417,2
2418,4
2419,3
2420,5
2421,5
2422,0
2423,3
2424,1
2425,1
2426,2
2427,1
2428,1
2429,0
2430,2
2431,3
2432,1
2433,4
2434,2
2435,4
2436,0
2437,5
2438,4
2439,3
2440,4
2441,4
2442,3
2443,1
2444,0
2445,1
2446,4
2447,2
2448,1
2449,3
2450,0
2451,2
2452,3
2453,0
2454,1
2455,2
2456,2
2457,3
2458,4
2459,5
2460,1
2461,1
2462,5
2463,5
2464,1
2465,0
2466,0
2467,4
2468,1
2469,4
2470,5
2471,2
2472,0
2473,0
2474,2
2475,0
2476,4
2477,2
2478,1
2479,4
2480,1
2481,2
2482,4
2483,3
2484,4
2485,2
2486,0
2487,1
2488,1
2489,3
2490,5
2491,1
2492,1
2493,5
2494,1
2495,5
2496,4
2497,0
2498,5
2499,0
2500,5
2501,4
2502,5
2503,4
2504,0
2505,1
2506,2
2507,1
2508,1
2509,1
2510,0
2511,1
2512,0
2513,1
2514,3
2515,2
2516,0
2517,1
2518,0
2519,1
2520,0
2521,0
2522,0
2523,1
2524,2
2525,0
2526,3
2527,0
2528,4
2529,1
2530,0
2531,4
2532,3
2533,4
2534,0
2535,1
2536,1
2537,5
2538,3
2539,1
2540,3
2541,0
2542,1
2543,2
2544,2
2545,2
2546,0
2547,4
2548,5
2549,0
2550,0
2551,2
2552,0
2553,1
2554,2
2555,2
2556,3
2557,5
2558,2
2559,4
2560,4
2561,5
2562,3
2563,3
2564,2
2565,1
2566,5
2567,4
2568,5
2569,3
2570,0
2571,2
2572,3
2573,1
2574,5
2575,0
2576,2
2577,2
2578,1
2579,5
2580,3
2581,1
2582,4
2583,2
2584,4
2585,4
2586,5
2587,5
2588,5
2589,3
2590,3
2591,5
2592,0
2593,4
2594,1
2595,2
2596,2
2597,4
2598,0
2599,5
2600,5
2601,2
2602,4
2603,5
2604,1
2605,5
2606,5
2607,1
2608,5
2609,2
2610,0
2611,2
2612,4
2613,2
2614,1
2615,4
2616,3
2617,3
2618,0
2619,5
2620,3
2621,5
2622,5
2623,3
2624,3
2625,4
2626,5
2627,2
2628,5
2629,2
2630,0
2631,5
2632,4
2633,1
2634,4
2635,4
2636,2
2637,0
2638,2
2639,1
2640,3
2641,5
2642,5
2643,1
2644,2
2645,5
2646,3
2647,1
2648,5
2649,3
2650,2
2651,4
2652,5
2653,3
2654,1
2655,1
2656,2
2657,5
2658,2
2659,2
2660,3
2661,3
2662,3
2663,4
2664,3
2665,2
2666,3
2667,2
2668,4
2669,1
2670,2
2671,2
2672,3
2673,1
2674,0
2675,5
2676,4
2677,3
2678,3
2679,0
2680,2
2681,0
2682,1
2683,3
2684,2
2685,3
2686,2
2687,0
2688,4
2689,3
2690,0
2691,1
2692,1
2693,1
2694,3
2695,2
2696,5
2697,5
2698,0
2699,5
2700,3
2701,5
2702,0
2703,5
2704,5
2705,3
2706,5
2707,4
2708,4
2709,1
2710,3
2711,2
2712,0
2713,2
2714,5
2715,1
2716,4
2717,2
2718,5
2719,1
2720,1
2721,1
2722,3
2723,4
2724,5
2725,2
2726,3
2727,3
2728,4
2729,2
2730,5
2731,2
2732,1
2733,0
2734,1
2735,5
2736,3
2737,3
2738,1
2739,2
2740,1
2741,5
2742,1
2743,2
2744,1
2745,1
2746,2
2747,4
2748,2
2749,1
2750,4
2751,2
2752,3
2753,1
2754,0
2755,1
2756,3
2757,4
2758,3
2759,3
2760,1
2761,1
2762,4
2763,4
2764,5
2765,2
2766,4
2767,4
2768,1
2769,5
2770,1
2771,1
2772,0
2773,3
2774,2
2775,1
2776,5
2777,0
2778,4
2779,1
2780,4
2781,5
2782,4
2783,5
2784,4
2785,3
2786,2
2787,2
2788,2
2789,5
2790,2
2791,0
2792,1
2793,5
2794,4
2795,4
2796,2
2797,3
2798,5
2799,2
2800,5
2801,3
2802,0
2803,3
2804,3
2805,5
2806,5
2807,3
2808,3
2809,5
2810,1
2811,3
2812,1
2813,5
2814,5
2815,4
2816,2
2817,0
2818,5
2819,1
2820,1
2821,1
2822,3
2823,3
2824,3
2825,2
2826,1
2827,1
2828,4
2829,1
2830,0
2831,2
2832,4
2833,1
2834,5
2835,3
2836,2
2837,5
2838,0
2839,2
2840,4
2841,5
2842,1
2843,0
2844,2
2845,1
2846,1
2847,4
2848,1
2849,1
2850,2
2851,0
2852,2
2853,3
2854,2
2855,5
2856,4
2857,3
2858,2
2859,2
2860,2
2861,3
2862,3
2863,3
2864,5
2865,4
2866,0
2867,4
2868,3
2869,5
2870,1
2871,1
2872,3
2873,1
2874,5
2875,2
2876,2
2877,3
2878,2
2879,5
2880,0
2881,5
2882,2
2883,5
2884,0
2885,3
2886,1
2887,1
2888,1
2889,5
2890,5
2891,2
2892,4
2893,5
2894,5
2895,4
2896,4
2897,0
2898,0
2899,1
2900,2
2901,2
2902,2
2903,4
2904,4
2905,1
2906,4
2907,1
2908,1
2909,2
2910,3
2911,3
2912,1
2913,0
2914,2
2915,4
2916,4
2917,2
2918,2
2919,0
2920,1
2921,2
2922,3
2923,1
2924,5
2925,0
2926,2
2927,4
2928,4
2929,5
2930,4
2931,1
2932,0
2933,5
2934,2
2935,1
2936,1
2937,4
2938,1
2939,2
2940,2
2941,0
2942,4
2943,3
2944,2
2945,2
2946,2
2947,0
2948,1
2949,2
2950,1
2951,4
2952,1
2953,1
2954,3
2955,1
2956,5
2957,1
2958,2
2959,3
2960,4
2961,2
2962,5
2963,0
2964,3
2965,4
2966,0
2967,4
2968,5
2969,1
2970,4
2971,1
2972,2
2973,4
2974,4
2975,4
2976,4
2977,1
2978,5
2979,2
2980,1
2981,3
2982,4
2983,5
2984,0
2985,5
2986,4
2987,0
2988,2
2989,4
2990,4
2991,2
2992,5
2993,3
2994,2
2995,2
2996,1
2997,4
